ssignment,Organization Name,Organization Address
00E0B1,Alcatel-Lucent Enterprise,26801 West Agoura Road Calabasas CA US 91301 
E037BF,Wistron Neweb Corporation,"No.20,Park Avenue II,Hsinchu Science Park Hsin-Chu R.O.C. TW 308 "
6854ED,Alcatel-Lucent,777 E. Middlefield Rd Mountain View CA US 94043 
E8DE8E,Integrated Device Technology (Malaysia) Sdn. Bhd.,"Phase 3, Bayan Lepas FIZ Bayan Lepas Penang MY 11900 "
B42A0E,Technicolor CH USA Inc.,101 West 103rd St. Indianapolis IN US 46290 
40C8CB,"AM Telecom co., Ltd.","#608,YatapLeaders B/D, Jangmi-ro 42, Bundang-gu Seongnam-si Gyeonggi-do KR 463-828 "
14A0F8,"HUAWEI TECHNOLOGIES CO.,LTD","No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park Dongguan  CN 523808 "
28B448,"HUAWEI TECHNOLOGIES CO.,LTD","No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park Dongguan  CN 523808 "
E442A6,Intel Corporate,"Lot 8, Jalan Hi-Tech 2/3 Kulim Kedah MY 09000 "
6045CB,ASUSTek COMPUTER INC.,"15,Li-Te Rd., Peitou, Taipei 112, Taiwan Taipei Taiwan TW 112 "
74C9A3,"Fiberhome Telecommunication Technologies Co.,LTD",No.5 DongXin Road Wuhan Hubei CN 430074 
84AFEC,BUFFALO.INC,"AKAMONDORI Bld.,30-20,Ohsu 3-chome,Naka-ku Nagoya Aichi Pref. JP 460-8315 "
AC202E,Hitron Technologies. Inc,"No. 1-8, Lising 1st Rd. Hsinchu Science Park, Hsinchu, 300, Taiwan, R.O.C Hsin-chu Taiwan TW 300 "
3C5282,Hewlett Packard,11445 Compaq Center Drive Houston TX US 77070 
48A74E,zte corporation,"12/F.,zte R&D building ,kejinan Road,Shenzhen,P.R.China shenzhen guangdong CN 518057 "
004066,APRESIA Systems Ltd," Tsukuba Network Technical Center, Tsukuba Network Tsuchiura-shi Ibaraki-ken JP 300-0026 "
B0AA36,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",NO.18 HAIBIN ROAD DONGGUAN GUANGDONG CN 523860 
2C5BB8,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD","NO.18 HAIBIN ROAD,WUSHA,CHANG'AN,DONGGUAN,GUANGDONG,CHINA DONGGUAN GUANGDONG CN 523860 "
1C48CE,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD","NO.18 HAIBIN ROAD, DONG GUAN GUANG DONG CN 523860 "
9CAC6D,"Universal Electronics, Inc.",201 E. Sandpointe Ave Santa Ana CA US 92707 
B03D96,Vision Valley FZ LLC,Dubai Internet City Dubai Dubai AE 500294 
B02628,Broadcom Limited,5300 California Ave. irvine CA US 92617 
0080E7,Leonardo Tactical Systems.,"Silvertree, Coxbridge Business Park Alton Road,  Farnham GB GU10 5EH "
44AA50,Juniper Networks,1133 Innovation Way Sunnyvale CA US 94089 
E81363,"Comstock RD, Inc.",4415 Mason St Ashton ID US 83406 
688DB6,AETEK INC.," 3F, No.192, Lien-Cheng Rd., Chung-Ho,  New Taipei City  TW 23553 "
481063,"NTT Innovation Institute, Inc.","1950 University Avenue, Suite 600 East Palo Alto CA US 94303 "
24F5AA,"Samsung Electronics Co.,Ltd","129, Samsung-ro, Youngtongl-Gu Suwon Gyeonggi-Do KR 16677 "
F877B8,"Samsung Electronics Co.,Ltd","129, Samsung-ro, Youngtongl-Gu Suwon Gyeonggi-Do KR 16677 "
5056BF,"Samsung Electronics Co.,Ltd","129, Samsung-ro, Youngtongl-Gu Suwon Gyeonggi-Do KR 16677 "
682737,"Samsung Electronics Co.,Ltd","129, Samsung-ro, Youngtongl-Gu Suwon Gyeonggi-Do KR 16677 "
D428D5,TCT mobile ltd,"No.86 hechang 7th road, zhongkai, Hi-Tech District Hui Zhou Guang Dong CN 516006 "
405CFD,Dell Inc.,One Dell Way Round Rock TX US 78682 
041B6D,LG Electronics (Mobile Communications),"60-39, Gasan-dong, Geumcheon-gu Seoul Seoul KR 153-801 "
FC6FB7,"ARRIS Group, Inc.",6450 Sequence Drive San Diego CA US 92121 
A0C562,"ARRIS Group, Inc.",6450 Sequence Drive San Diego CA US 92121 
A055DE,"ARRIS Group, Inc.",6450 Sequence Drive San Diego CA US 92121 
54E2E0,"ARRIS Group, Inc.",6450 Sequence Drive San Diego CA US 92121 
28C87A,"ARRIS Group, Inc.",6450 Sequence Drive San Diego CA US 92121 
0026D9,"ARRIS Group, Inc.",6450 Sequence Drive San Diego CA US 92121 
C8AA21,"ARRIS Group, Inc.",6450 Sequence Drive San Diego CA US 92121 
2C9E5F,"ARRIS Group, Inc.",6450 Sequence Drive San Diego CA US 92121 
002495,"ARRIS Group, Inc.",6450 Sequence Drive San Diego CA US 92121 
002642,"ARRIS Group, Inc.",6450 Sequence Drive San Diego CA US 92121 
A4ED4E,"ARRIS Group, Inc.",6450 Sequence Drive San Diego CA US 92121 
0024A1,"ARRIS Group, Inc.",6450 Sequence Drive San Diego CA US 92121 
001D6B,"ARRIS Group, Inc.",6450 Sequence Drive San Diego CA US 92121 
001E5A,"ARRIS Group, Inc.",6450 Sequence Drive San Diego CA US 92121 
001DBE,"ARRIS Group, Inc.",6450 Sequence Drive San Diego CA US 92121 
001371,"ARRIS Group, Inc.",6450 Sequence Drive San Diego CA US 92121 
00149A,"ARRIS Group, Inc.",6450 Sequence Drive San Diego CA US 92121 
001A1B,"ARRIS Group, Inc.",6450 Sequence Drive San Diego CA US 92121 
0018A4,"ARRIS Group, Inc.",6450 Sequence Drive San Diego CA US 92121 
002375,"ARRIS Group, Inc.",6450 Sequence Drive San Diego CA US 92121 
001ADB,"ARRIS Group, Inc.",6450 Sequence Drive San Diego CA US 92121 
001F7E,"ARRIS Group, Inc.",6450 Sequence Drive San Diego CA US 92121 
001C11,"ARRIS Group, Inc.",6450 Sequence Drive San Diego CA US 92121 
001CC1,"ARRIS Group, Inc.",6450 Sequence Drive San Diego CA US 92121 
400D10,"ARRIS Group, Inc.",6450 Sequence Drive San Diego CA US 92121 
341FE4,"ARRIS Group, Inc.",6450 Sequence Drive San Diego CA US 92121 
00D037,"ARRIS Group, Inc.",6450 Sequence Drive San Diego CA US 92121 
001DD6,"ARRIS Group, Inc.",6450 Sequence Drive San Diego CA US 92121 
306023,"ARRIS Group, Inc.",6450 Sequence Drive San Diego CA US 92121 
ACB313,"ARRIS Group, Inc.",6450 Sequence Drive San Diego CA US 92121 
14ABF0,"ARRIS Group, Inc.",6450 Sequence Drive San Diego CA US 92121 
0CF893,"ARRIS Group, Inc.",6450 Sequence Drive San Diego CA US 92121 
8461A0,"ARRIS Group, Inc.",6450 Sequence Drive San Diego CA US 92121 
E83381,"ARRIS Group, Inc.",6450 Sequence Drive San Diego CA US 92121 
44E137,"ARRIS Group, Inc.",6450 Sequence Drive San Diego CA US 92121 
0015CE,"ARRIS Group, Inc.",6450 Sequence Drive San Diego CA US 92121 
001311,"ARRIS Group, Inc.",6450 Sequence Drive San Diego CA US 92121 
0015A2,"ARRIS Group, Inc.",6450 Sequence Drive San Diego CA US 92121 
001596,"ARRIS Group, Inc.",6450 Sequence Drive San Diego CA US 92121 
0000CA,"ARRIS Group, Inc.",6450 Sequence Drive San Diego CA US 92121 
601971,"ARRIS Group, Inc.",6450 Sequence Drive San Diego CA US 92121 
001DD1,"ARRIS Group, Inc.",6450 Sequence Drive San Diego CA US 92121 
001626,"ARRIS Group, Inc.",6450 Sequence Drive San Diego CA US 92121 
00111A,"ARRIS Group, Inc.",6450 Sequence Drive San Diego CA US 92121 
00152F,"ARRIS Group, Inc.",6450 Sequence Drive San Diego CA US 92121 
000B06,"ARRIS Group, Inc.",6450 Sequence Drive San Diego CA US 92121 
000F9F,"ARRIS Group, Inc.",6450 Sequence Drive San Diego CA US 92121 
0011AE,"ARRIS Group, Inc.",6450 Sequence Drive San Diego CA US 92121 
002040,"ARRIS Group, Inc.",6450 Sequence Drive San Diego CA US 92121 
1C1B68,"ARRIS Group, Inc.",6450 Sequence Drive San Diego CA US 92121 
10868C,"ARRIS Group, Inc.",6450 Sequence Drive San Diego CA US 92121 
1005B1,"ARRIS Group, Inc.",6450 Sequence Drive San Diego CA US 92121 
7C2634,"ARRIS Group, Inc.",6450 Sequence Drive San Diego CA US 92121 
A0094C,CenturyLink,100 CenturyLink Drive Monroe  US 71203 
00A38E,"Cisco Systems, Inc",80 West Tasman Drive San Jose CA US 94568 
DCC8F5,"Shanghai UMEinfo CO.,LTD.","16/F,Building B ,NO.15 Changyi Road ,Baoshan District, Shanghai  CN 200441 "
64DFE9,ATEME,6 rue Dewoitine Vélizy-Villacoublay  FR 78140 
9097F3,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
58C5CB,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
ACAFB9,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
308976,"DALIAN LAMBA TECHNOLOGY CO.,LTD",Dalian Hi-tech Zone Keypark Room 1201 Dalian Liaoning CN 116000 
447BBB,"Shenzhen YOUHUA Technology Co., Ltd	","Room 407 Shenzhen University-town Business Park,Lishan Road,Taoyuan Street,Nanshan District Shenzhen Guangdong CN 518055 "
A4F4C2,VNPT TECHNOLOGY,HoaLac Hi-Tech Park HANOI HANOI VN 10000 
C0A5DD,"SHENZHEN MERCURY COMMUNICATION TECHNOLOGIES CO.,LTD.","3/F, Building R1-B, High-Tech Industrial Park, Nanshan District Shenzhen Guangdong CN 518057 "
1835D1,"ARRIS Group, Inc.",6450 Sequence Drive San Diego CA US 92121 
4C38D8,"ARRIS Group, Inc.",6450 Sequence Drive San Diego CA US 92121 
DCBE7A,Zhejiang Nurotron Biotechnology Co.,"Building4, No.99 Xiaomao Rd Hangzhou zhejiang CN 310011 "
206BE7,"TP-LINK TECHNOLOGIES CO.,LTD.","Building 24(floors 1,3,4,5)and 28(floors 1-4)Central Science and Technology Park,Shennan Road,Nanshan Shenzhen Guangdong CN 518057 "
4857DD,Facebook Inc,1 Hacker Way Menlo Park California US 94025 
30074D,SAMSUNG ELECTRO-MECHANICS(THAILAND),"93Moo5T. Bangsamak SEMTHAI, WELLGROW INDUSTRIAL ESTATE Bangpakong Chachoengsao TH 24180 "
681DEF,"Shenzhen CYX Technology Co., Ltd.","2/F, Bldg. 6, Guangxi Industrial Park, Jianshe Rd.,  Longhua New Dist., Shenzhen Shenzhen  CN 518109 "
AC203E,"Wuhan Tianyu Information Industry Co., Ltd.","HUST Industry Park, East-Lake Development Zone Wuhan Hubei CN 430223 "
00A3D1,"Cisco Systems, Inc",80 West Tasman Drive San Jose CA US 94568 
801DAA,Avaya Inc,360 Mt Kemble Ave Morristown NJ US 07960 
001B4F,Avaya Inc,360 Mt Kemble Ave Morristown NJ US 07960 
7052C5,Avaya Inc,360 Mt Kemble Ave Morristown NJ US 07960 
848371,Avaya Inc,360 Mt Kemble Ave Morristown NJ US 07960 
24D921,Avaya Inc,360 Mt Kemble Ave Morristown NJ US 07960 
A051C6,Avaya Inc,360 Mt Kemble Ave Morristown NJ US 07960 
90EC50,C.O.B.O. SPA,"via Tito Speri, 10 Leno Brescia IT 25024 "
B4475E,Avaya Inc,360 Mt Kemble Ave Morristown NJ US 07960 
D4EA0E,Avaya Inc,360 Mt Kemble Ave Morristown NJ US 07960 
A009ED,Avaya Inc,360 Mt Kemble Ave Morristown NJ US 07960 
90FB5B,Avaya Inc,360 Mt Kemble Ave Morristown NJ US 07960 
3C0CDB,"UNIONMAN TECHNOLOGY CO.,LTD","18F, HUAYANG TOWER,YANDAYI ROAD Huizhou Guangdong CN 516007 "
C81FEA,Avaya Inc,360 Mt Kemble Ave Morristown NJ US 07960 
10F681,"vivo Mobile Communication Co., Ltd.","#283,BBK Road Wusha,Chang'An DongGuan City,Guangdong, CN 523860 "
F01B6C,"vivo Mobile Communication Co., Ltd.","#283,BBK Road Wusha,Chang'An DongGuan City,Guangdong, CN 523860 "
DC1AC5,"vivo Mobile Communication Co., Ltd.","#283,BBK Road Wusha,Chang'An DongGuan City,Guangdong CN 523860 "
205D47,"vivo Mobile Communication Co., Ltd.","#283,BBK Road Wusha,Chang'An DongGuan City,Guangdong, CN 523860 "
9CFBD5,"vivo Mobile Communication Co., Ltd.","#283,BBK Road Wusha,Chang'An DongGuan City,Guangdong, CN 523860 "
886AE3,Alpha Networks Inc.,"No.8 Li-shing 7th Rd., Science-based Industrial Park, Hsinchu, Taiwan, R.O.C Hsinchu Taiwan TW 300 "
9061AE,Intel Corporate,"Lot 8, Jalan Hi-Tech 2/3 Kulim Kedah MY 09000 "
A4F3E7,Integrated Device Technology (Malaysia) Sdn. Bhd.,"Phase 3, Bayan Lepas FIZ Bayan Lepas Penang MY 11900 "
A0239F,"Cisco Systems, Inc",80 West Tasman Drive San Jose CA US 94568 
D8DF7A,"Quest Software, Inc.",4 Polaris Way Aliso Viejo CA US 92656 
30B62D," Mojo Networks, Inc.",339 N.Bernardo Ave Mountain View CA US 94043 
001B17,Palo Alto Networks,2130 Gold Street Suite 200 Alviso CA US 95022 
9828A6,"COMPAL INFORMATION (KUNSHAN) CO., LTD. ","NO. 25, THE 3RD Street KUNSHAN EXPORT PROCESSING ZONE  KUNSHAN SUZHOU CN 215300 "
B0EABC,ASKEY COMPUTER CORP,"10F,No.119,JIANKANG RD,ZHONGHE DIST NEW TAIPEI TAIWAN TW 23585 "
94C691,"EliteGroup Computer Systems Co., LTD","No.239, Sec. 2, TiDing Blvd. Nei-Hu Dist. Taipei Taiwan TW 11439 "
9C6F52,zte corporation,"12/F.,zte R&D building ,kejinan Road,Shenzhen,P.R.China shenzhen guangdong CN 518057 "
A09D86,"Alcatel-Lucent Shanghai Bell Co., Ltd","No. 389, Ningqiao Road, Pudong Jinqiao Shanghai  CN 201206 "
E0CBBC,Cisco Meraki,500 Terry A. Francois Blvd San Francisco  US 94158 
00D01F,Senetas Corporation Ltd,1/11 Queens Road   AU  
A40450,nFore Technology Inc.,"5F, NO 31, Ln 258, Rulguang Rd Taipei Neihu District TW 11491 "
4CB008,"Shenzhen Gwelltimes Technology Co.,Ltd",A4 building 15floor Zhongying Jewelry Industrial Park Bulan Road No.31 Nanwan Street Longgang District Shenzhen City China Shenzhen  CN 518112 
58B633,Ruckus Wireless,350 West Java Drive Sunnyvale CA US 94089 
D4684D,Ruckus Wireless,350 West Java Drive Sunnyvale CA US 94089 
2CE6CC,Ruckus Wireless,350 West Java Drive Sunnyvale CA US 94089 
8C0C90,Ruckus Wireless,350 West Java Drive Sunnyvale CA US 94089 
842096,"SHENZHEN RF-LINK TECHNOLOGY CO.,LTD.","Bldg56A,6/F,Baotian Rd3,Xixiang Town,Baoan District, Shenzhen Guangdong CN 518000 "
3087D9,Ruckus Wireless,350 West Java Drive Sunnyvale CA US 94089 
24792A,Ruckus Wireless,350 West Java Drive Sunnyvale CA US 94089 
589396,Ruckus Wireless,350 West Java Drive Sunnyvale CA US 94089 
74911A,Ruckus Wireless,350 West Java Drive Sunnyvale CA US 94089 
00227F,Ruckus Wireless,350 West Java Drive Sunnyvale CA US 94089 
002482,Ruckus Wireless,350 West Java Drive Sunnyvale CA US 94089 
F03E90,Ruckus Wireless,350 West Java Drive Sunnyvale CA US 94089 
EC8CA2,Ruckus Wireless,350 West Java Drive Sunnyvale CA US 94089 
30F77F,S Mobile Devices Limited,"Unit B-303, 3rd Floor, Tower-B, Plot No-7,Advant IT Park Ltd , Sector-142 NOIDA Uttar Pradesh IN 201301 "
38E595,"SHENZHEN GONGJIN ELECTRONICS CO.,LT","B116,B118,A211-A213,B201-B213,A311-A313,B411-413,BF08-09 Nanshan Medical Instrument Industry Park, Shenzhen Guangdong CN 518067 "
5C5181,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
389AF6,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
E0AA96,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
507705,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
C4CB6B,"Airista Flow, Inc.",913 Ridgebrook Road Suite 110 Sparks MD US 21152 
B05508,"HUAWEI TECHNOLOGIES CO.,LTD","No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park Dongguan  CN 523808 "
008BFC,"mixi,Inc.","Sumitomo Shibuya First Tower 7F, 1-2-20 Higashi Shibuya-ku Tokyo JP 150-0011 "
2C4053,"Samsung Electronics Co.,Ltd","129, Samsung-ro, Youngtongl-Gu Suwon Gyeonggi-Do KR 16677 "
ACDE48,Private,
00A085,Private,
D09466,Dell Inc.,One Dell Way Round Rock TX US 78682 
F0EFD2,"TF PAYMENT SERVICE CO., LTD","5F Shibadaimon Center Building, 1-10-11 Shibadaimon Minato-ku Tokyo JP 105-0012 "
30C01B,"Shenzhen Jingxun Software Telecommunication Technology Co.,Ltd","3/F,A5 Building Zhiyuan Community No.1001,Xueyuan Road Nanshan District Shenzhen Guangdong CN 518055 "
647C34,"Ubee Interactive Co., Limited","Room 1607 Dominion Centre, 43 Queen’s Road East Wanchai Hong Kong HK 302 "
747D24,"Phicomm (Shanghai) Co., Ltd.","3666 SiXian Rd.,Songjiang District Shanghai Shanghai CN 201616 "
E817FC,Fujitsu Cloud Technologies Limited,"Shinjuku Front Tower 21-1  Kita-shinjuku 2-chome  Shinjuku-ku, Tokyo  JP 169-0074 "
001009,HORANET, ZI Route de Niort – BP 70328 FONTENAY LE COMTE CEDEX VENDEE FR  85206 
6432A8,Intel Corporate,"Lot 8, Jalan Hi-Tech 2/3 Kulim Kedah MY 09000 "
78BC1A,"Cisco Systems, Inc",80 West Tasman Drive San Jose CA US 94568 
E4F004,Dell Inc.,One Dell Way Round Rock TX US 78682 
60F677,Intel Corporate,"Lot 8, Jalan Hi-Tech 2/3 Kulim Kedah MY 09000 "
288CB8,zte corporation,"12/F.,zte R&D building ,kejinan Road,Shenzhen,P.R.China shenzhen guangdong CN 518057 "
0C72D9,zte corporation,"12/F.,zte R&D building ,kejinan Road,Shenzhen,P.R.China shenzhen guangdong CN 518057 "
602E20,"HUAWEI TECHNOLOGIES CO.,LTD","No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park Dongguan  CN 523808 "
E472E2,"HUAWEI TECHNOLOGIES CO.,LTD","No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park Dongguan  CN 523808 "
E86819,"HUAWEI TECHNOLOGIES CO.,LTD","No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park Dongguan  CN 523808 "
48BCA6,"​ASUNG TECHNO CO.,Ltd","462, Dogok-ro, Songpa-gu, Seoul, Republic of Korea SEOUL Repubilc of KOREA KR 05574 "
8C7CFF,"Brocade Communications Systems, Inc.",130 Holger Way San Jose CA US 95134 
C4F57C,"Brocade Communications Systems, Inc.",130 Holger Way San Jose CA US 95134 
00237F,"PLANTRONICS, INC.",345 ENCINAL STREET SANTA CRUZ CA US 95060 
00095B,NETGEAR,350 East Plumeria Drive San Jose CA US 95134 
000FB5,NETGEAR,350 East Plumeria Drive San Jose CA US 95134 
006069,"Brocade Communications Systems, Inc.",130 Holger Way San Jose CA US 95134 
000CDB,"Brocade Communications Systems, Inc.",130 Holger Way San Jose CA US 95134 
803773,NETGEAR,350 East Plumeria Drive San Jose CA US 95134 
405D82,NETGEAR,350 East Plumeria Drive San Jose CA US 95134 
C0FFD4,NETGEAR,350 East Plumeria Drive San Jose CA US 95134 
10DA43,NETGEAR,350 East Plumeria Drive San Jose CA US 95134 
B03956,NETGEAR,350 East Plumeria Drive San Jose CA US 95134 
C43DC7,NETGEAR,350 East Plumeria Drive San Jose CA US 95134 
F87394,NETGEAR,350 East Plumeria Drive San Jose CA US 95134 
401B5F,"Weifang GoerTek Technology Co.,Ltd. ","Gaoxin 2 Road,Free Trade Zone,Weifang,Shandong,261205,P.R.China Weifang Shandong CN 261205 "
AC512C,Infinix mobility limited,"RMS 05-15, 13A/F SOUTH TOWER WORLD FINANCE CTR HARBOUR CITY 17 CANTON RD TST KLN HONG KONG HongKong HongKong HK 999077 "
90B1E0,"Beijing Nebula Link Technology Co., Ltd","Room 1201, Building C, Caizhi International Plaza, Haidian District Beijing  CN 100083 "
6C090A,GEMATICA SRL,"Via Diocleziano, 107 NAPOLI  IT 80125 "
001439,"Blonder Tongue Laboratories, Inc",One Jake Brown Road Old Bridge New Jersey US 08857 
107B44,ASUSTek COMPUTER INC.,"15,Li-Te Rd., Peitou, Taipei 112, Taiwan Taipei Taiwan TW 112 "
9C4FCF,TCT mobile ltd,"No.86 hechang 7th road, zhongkai, Hi-Tech District Hui Zhou Guang Dong CN 516006 "
001BD3,Panasonic Corporation AVC Networks Company,1-15 Matsuo-cho Kadoma Osaka JP 571-8504 
00C08F,"Panasonic Electric Works Co., Ltd.",Tsu-Factory Mie-ken 514-8555 JP  
0008C9,TechniSat Digital GmbH Daun,Gewerbepark Merbitz Nr. 5 Dresden Saxony US 01156 
20A6CD,Hewlett Packard Enterprise,8000 Foothills Blvd. Roseville CA US 95747 
F4F3AA,JBL GmbH & Co. KG,Dieselstrasse 3 Neuhofen  DE 67141 
38CD07,"Beijing FaceCam Technology Co., Ltd.","Room C115, DongSheng Building, No 8, East Road, Zhongguan Town, Haidian District Beijing  CN 100083 "
048B42,Skspruce Technology Limited,"A1, Tianfu Software Park, 1129 Century City Road High-tech Zone, Chengdu Sichuan CN 100085 "
B009DA,Ring Solutions,"1200 Atwater Drive, Suite 225 Malvern PA US 19355 "
444AB0,"Zhejiang Moorgen Intelligence Technology Co., Ltd",No.181 Changluo road Luotuo street Zhenhai district Ningbo Zhejiang CN 315202 
844167,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
B4F61C,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
ECFA03,FCA,800 Chrylser Dr Auburn Hills MI US 48326 
78E103,Amazon Technologies Inc.,P.O Box 8102 Reno NV US 89507 
90324B,"Hon Hai Precision Ind. Co.,Ltd.","Building D21,No.1, East Zone 1st Road Chongqing Chongqing CN 401332 "
78A6E1,"Brocade Communications Systems, Inc.",130 Holger Way San Jose  US 95134 
F4D7B2,"LGS Innovations, LLC",13665 Dulles Technology Drive Herndon VA US 20171 
5846E1,Baxter International Inc,One Baxter Parkway Deerfield IL US 60015 
00D0BD,Lattice Semiconductor Corp. (LPA),2115 O’Nel Drive San Jose CA US 95131 
F08261,Sagemcom Broadband SAS,250 route de l'Empereur Rueil Malmaison HAUTS DE SEINE FR 92848 
D084B0,Sagemcom Broadband SAS,250 route de l'Empereur Rueil Malmaison HAUTS DE SEINE FR 92848 
00FEC8,"Cisco Systems, Inc",80 West Tasman Drive San Jose CA US 94568 
EC2280,D-Link International,"1 Internal Business Park, #03-12, SINGAPORE Singapore SG 609917 "
047863,"Shanghai MXCHIP Information Technology Co., Ltd.","9th Floor, No. 5 Building, 2145 Jinshajiang Rd., Putuo District Shanghai  CN 200333 "
24BA13,RISO KAGAKU CORPORATION,2-8-1 Gakuen-minami Thukuba-shi Ibaraki JP 305-0818 
24DA11,NO NDA Inc,828 Bryant St  Palo Alto IA US 94301 
70CA4D,"Shenzhen lnovance Technology Co.,Ltd.",LiuXian 2 Road Shenzhen Guangdong CN 518000 
DCC0EB,ASSA ABLOY CÔTE PICARDE,rue Alexandre Fichet Oust-Marest  FR 80460 
001735,Intel Wireless Network Group,2111 NE 25th Ave Hillsboro OR US 97124 
9CDFB1,"Shenzhen Crave Communication Co., LTD","F3,8Building,DongFangMing IndustryZone,No.83 DabaoRD.,33 District BaoAn Shenzhen Guangdong CN 518000 "
5CF938,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
3871DE,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
BC5436,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
0CC731,"Currant, Inc.",927 Industrial Ave Palo Alto CA US 94303 
00142F,Savvius,"1340 Treat Boulevard, Suite 500 Walnut Creek CA US 94597 "
2CDDA3,Point Grey Research Inc.,305-1847 West Broadway Vancouver British Columbia V6J 1Y6 CA  
24FD5B,"SmartThings, Inc.",456 University Avenue Palo Alto CA US 94301 
2876CD,"Funshion Online Technologies Co.,Ltd","Tower B 1201, Jinqiu International Building, No.6, Zhichun Road, Haidian District Beijing  CN 100088 "
F4F5D8,"Google, Inc.",1600 Amphitheatre Parkway Mountain View CA US 94043 
F4F5E8,"Google, Inc.",1600 Amphitheatre Parkway Mountain View  US 94043 
F88FCA,"Google, Inc.",1600 Amphitheatre Parkway Mountain View  US 94043 
BCD1D3,Shenzhen TINNO Mobile Technology Corp.,"4/F.,H-3 Building,OCT Eastern lndustrial Park. Nanshan, Shenzhen GUANGDONG CN 518053 "
BC4434,Shenzhen TINNO Mobile Technology Corp.,"4/F, H-3 Building, Qiao Cheng Eastern Industrial Park, Overseas Chinese Town, Shenzhen  Shenzhen  guangdong CN 518053 "
0041D2,"Cisco Systems, Inc",80 West Tasman Drive San Jose CA US 94568 
4CFB45,"HUAWEI TECHNOLOGIES CO.,LTD","No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park Dongguan Guangdong CN 523808  "
A4BA76,"HUAWEI TECHNOLOGIES CO.,LTD","No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park Dongguan Guangdong CN 523808  "
78E3B5,Hewlett Packard,11445 Compaq Center Drive Houston  US 77070 
984BE1,Hewlett Packard,11445 Compaq Center Drive Houston  US 77070 
68B599,Hewlett Packard,11445 Compaq Center Drive Houston  US 77070 
14D64D,D-Link International,1 INTERNATIONAL BUSINESS PARK SINGAPORE  SG 609917 
C8BE19,D-Link International,"1 International Business Park, #03-12, The Synergy  SINGAPORE  SG 609917 "
